"","id","replyCount","likeCount","publishedAt","authorName","text","authorChannelId","authorChannelUrl","isReply","isReplyTo","isReplyToName"
"235","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tktBM3zgss",NA,2,"2019-04-15 19:01:59","Angel Sanchez","@Ron H. Untrue, news articles are unreliable and non credible. I used government sites and peer reviewed works. Once more, I provided lots, it's up to you to read them, as I backed all of my points with many many strong studies. You can't say anything about weak as you provided absolutely nothing, your sources are all junk.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"236","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tksevi7f9S",NA,1,"2019-04-15 18:57:25","Ron H.","@Angel Sanchez you can't pick and choose what is a ""real study"" and use government sites only when it's convenient for you. The problem with your citations are plainly that they're weak and do not validate your point.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"237","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkqFoHZMuE",NA,1,"2019-04-15 18:36:23","Angel Sanchez","@Ron H. Do not be ignorant of the real studies I just provided, rather than the ""studies"" (which are non credible) you provided me. There's a lot that I gave you, from a government site too.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"238","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkq3HrQ1b1",NA,2,"2019-04-15 18:34:40","Angel Sanchez","@Ron H. Well my dad actually also is like a vaccination expert, and use to believe in them, after further research, he began noticing that there's no safety studies, stats are skewed, they have been proven to cause autism (even by Dr. Andrew Zimmerman of the CDC), a study done shows abnormally high amounts of aluminum in brains of autistic individuals (which I linked, but you denied, even having images and statistics). My father is extremely qualified to talk about vaccines and has debated with medical doctors, facebook pages owned by scientists, and other people. I have a lot of credible, peer reviewed studies (real ones that aren't vox articles), and for that reason, the science, do I know I'm absolutely correct. You should do research on the safety and effectiveness of vaccinations and will find that there is a bunch of junk. Refer to the multiple peer reviewed studies listed in my other comment. Measles weren't ""eradicated"" by vaccinations, Polio wan't ""eradicated"" by vaccinations, a lot of these weren't killed off by vaccinations, but rather herd immunity was the cause (and the ridding of pesticides for polio), not to mention infant mortality, the lack of the fully formed blood brain barrier, the non cell mediated response (where true immunity occurs), adjuvant induced autoimmune diseases, etc. There's just so much pointing to the bad, and little to absolutely no science outside of the CDC and news articles that says that the benefits outweigh the negatives. We should have no negatives, and before vaccines are proven safe AND effective, I won't get them (because our immune systems untainted are stronger). I get that you just want what's best, and I do too, but man you have to do some actual research. Biased news articles and junk science (set out and funded by pharma) are absolutely unreliable. Sorry if I came off rude at all during this, but I seriously urge you to properly research both sides (again, not looking at places like CNN or vox, as those are 100% unreliable), and make an informed decision on vaccinations. Also, if you're gonna vaccinate your baby, wait until after two years of age as it'd be more unlikely that they'd develop neurological issues. Best of luck.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"239","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tklvyD2ChN",NA,1,"2019-04-15 17:58:35","Ron H.","@Angel Sanchez people with the least abilities tend to overrate their expertise and knowledge about things. I doubt anything you are saying is true, I can admit that I am not the most qualified person to discuss in depth about vaccinations, but still, your confidence in things that aren't true is outstanding","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"240","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkWBzINfWy",NA,2,"2019-04-15 15:32:21","Angel Sanchez","@Ron H. I sure will as I have actual scientific resources and have disproven biomedical engineers, vets, etc. Good luck, and do actual research on both this and other professions, and some safety studies (which there are none) on vaccines","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"241","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkRZxfkmVD",NA,2,"2019-04-15 14:51:56","Ron H.","@Angel Sanchez yes you're the majority, this is why vaccination rates in North America are over 90%, why people in 3rd world countries wait days in line to vaccinate their children, and why you have so many lead scientists on your sides and not some chiropractors. Listening to someone with an inferiority complex who believes he's the smartest person in the room is laughable. So go one with your day, hopefully you feel better about yourself and how smart you are","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"242","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkQaAOXE1q",NA,2,"2019-04-15 14:43:22","Angel Sanchez","@Ron H. we're actually the majority, which is why there's a big push. I already explained and provided WAYYYY more in my comment to the DB(numbers) dude, so refer to those articles as well as it applies to both of you, going through aluminum neurotoxicity and such. Your articles, especially in vox's case are all absolutely non credible junk, it's like citing skepticalraptor or science based medicine, a bunch of junk. I explained that humoral immune responses are launched to deal with stuff circulating through the blood, which is only supposed to be for allergens and parasites. Vaccinations are airborne viruses, when injected, wrong immune response is launched. Once more, actually read what I send and come back (oh and bring some credible research too). You're wasting my time right now.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"243","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkNmOmHnyq",NA,1,"2019-04-15 14:18:49","Ron H.","@Angel Sanchez ""but vaccines launch a humoral response"" care to expand or is humoral response the only term you know about immunology? The abstract that you linked, was by finance professor who sits on a anti-vaccination board, talk about biases. If you're gonna call anything that goes against your belief as junk science and pharma funded then whatever, that's on you. You're a very small minority in this belief.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"244","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkMdOoDtso",NA,1,"2019-04-15 14:08:51","Ron H.","@Angel Sanchez Chiropractors are not doctors, they do not have the same schooling. Many of them promote treatments that have no scientific proof of being effective https://www.theglobeandmail.com/canada/article-chiropractors-at-a-crossroads-the-fight-for-evidence-based-treatment/ and even Chiropractors who are legitimate will tell you they can't treat diseases such as Alzheimer's, diabetes, cancer and those who claim they can are absolutely misleading https://www.cbc.ca/news/canada/british-columbia/chiropractor-crackdown-college-gives-ultimatum-on-misleading-health-claims-1.4861575. Chiropractors are forbidden by their college boards to provide professional advice about immunization, it is outside their scope.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"245","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkMOMY-j2N",NA,3,"2019-04-15 14:06:40","Angel Sanchez","@Ron H. I know how vaccinations are supposed to work, but vaccines launch a HUMORAL response. Your resources are actual junk and non credible, pharma funded crap. Vox isn't a reliable source, just some news article. My studies are real and accurate as, if they weren't, they'd be pulled. All peer reviewed and such, and my study on aluminum (and content of aluminum in the brain of autistic people) are absolutely accurate. My 15 or so articles I provided in my last comment disprove your one, non credible article. Once again, try but with research.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"246","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tkLMM5z8fm",NA,1,"2019-04-15 13:57:39","Ron H.","@Angel Sanchez You keep repeating the same thing about the cell mediated response without expanding on what you actually mean. I gave you the scientific breakdown of how vaccinations work and how are immune system functions. The poster above linked a study that fully discredits anything you mentionned, your 3 studies show absolutely nothing bad about vaccines themselves, you somehow tied them vaccines so it's a reach at best. The fact you think the 3rd article written by a finance professor at Baruch college is somehow good evidence, is absolutely laughable. My stats professor would laugh in my face if I had presented him an abstract like that.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"247","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjQHRWN4MU",NA,2,"2019-04-15 05:21:26","Angel Sanchez","Your study was also written by three surgeons. seriously.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"248","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjPu7fX6T6",NA,3,"2019-04-15 05:18:07","Angel Sanchez","@DM584 No, he's an actual doctor, hasn't caused a single death. He went through more medical school than your MD's (who are the third leading cause of preventable death in the U.S.) He's very qualified, and has taken in ""lost causes"" according to stupid, uneducated medical doctor and actually had long term success with them. Chiropractors are primary care physicians, and go through the same schooling (and more!) than Medical doctors do.Once more, I urge you and your anti health, uneducated companion to actually do research on both professions and vaccinations, as your argument is flawed. I provided individual studies on aluminum mainly, and just because one article says there's no link (lacking evidence, not disclosing the difference in rates between vaccinated and unvaccinated children) doesn't mean it's true, this is ""junk science"", as it lacks statistics and comparisons between vaccinated and unvaccinated children. If you want more studies though, well here you go, just more to show you that you're wrong https://www.ncbi.nlm.nih.gov/pubmed/26531688 https://www.sciencedirect.com/science/article/pii/S0946672X17308763 https://www.ncbi.nlm.nih.gov/pubmed/?term=22099159 https://www.ncbi.nlm.nih.gov/pubmed/?term=19758536 https://www.ncbi.nlm.nih.gov/pubmed/?term=12710897 https://www.ncbi.nlm.nih.gov/pubmed/?term=21058170 https://www.ncbi.nlm.nih.gov/pubmed/?term=17630224 https://www.ncbi.nlm.nih.gov/pubmed/?term=21623535 https://www.ncbi.nlm.nih.gov/pubmed/?term=19043939 https://www.ncbi.nlm.nih.gov/pubmed/?term=27893896 https://www.ncbi.nlm.nih.gov/pubmed/?term=14976450 https://www.ncbi.nlm.nih.gov/pubmed/?term=24354891 https://www.ncbi.nlm.nih.gov/pubmed/?term=19043938 Good luck with your single study, and totally non credible news article as they're simply incorrect. (and before bashing chiropractors, research them, oh and the definition of valedictorian) https://www.ncbi.nlm.nih.gov/pubmed/?term=21549155 oh and look at that too.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"249","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjNR3gti4Y",NA,2,"2019-04-15 04:56:32","Angel Sanchez","@Ron H. The study on Xavante indians just goes over how their immune system is stronger than ours (with vaccinations), Actually you can do some research here for yourself https://www.ncbi.nlm.nih.gov/pubmed/ At no point did I bring up Andrew Wakefield, and I provided scientific studies. The one regarding autism https://www.sciencedirect.com/science/article/pii/S0946672X17308763 is very, very strong, with images and such, and your cell mediated response can only occur when taking in the infection through the nose/mouth","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"250","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjH-7rstTU",NA,0,"2019-04-15 04:00:17","Ron H.","@Angel Sanchez you're third line of defense is called...third line of specific defense. It produces B lymphocytes which produce a humoral response and T lymphocytes that produce a cell mediate response. Those 2 lymphocytes differentiate into plasma and memory cells. Memory cells learn how to fight the virus and produce specific antibodies that will bind to specific antigens. Vaccines are made of dead or weakened antigens. They can't cause an infection, but our immune immune system still sees them as an enemy and produces antibodies in response. After the threat has passed, many of the antibodies will break down, but memory cells remain in the body. When our body encounters that antigen again, the memory cells produce antibodies fast and strike down the antigen invader before it's too late. I will admit one thing, as I was brushing up on my facts, only one disease has been eradicated by vaccines and that's small pox, but 7 other diseases have been brought under control through vaccination programs. Here is the link. https://www.unicef.org/pon96/hevaccin.htm. If your sole argument to discredit my cited sources is to call them big pharma funded ones than I guess there will no winning with you. You brought to the table 2 extremely weak sources of ""evidence"", one of which didn't even discuss vaccines, the other one which was an abstract that didn't even bring up causation and would be laughed at by a statistics professor. It was as if someone said "" Suicide rates increase in the summer just as ice consumption increases, the study of the link between suicide and ice creams merits further research."" It's laughable. Your 3rd citation was way too long to read as I read 7 pages about the history of native people in Brazil and their political structure, I don't have time to go through it all but feel free to provide the specific parts when they start talking about vaccines. Andrew Wakefield is a conman who filed a patent for a single dose vaccine in the UK and doctored his data to cause hysteria about the vaccine schedule that kids have.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"251","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjEobWZdT5",NA,1,"2019-04-15 03:41:14","Angel Sanchez","@Ron H. hypocritical to say something about rejecting peer reviewed ""science"" when I have also provided actually credible peer reviewed science, rather than news articles and pharma funded businesses designed to spread misinformation. Try again but with actual research.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"252","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjESGH4eVI",NA,4,"2019-04-15 03:38:03","Angel Sanchez","@Ron H. I am definitely not way off, when you're injected, you're actually launching a humoral immune response. Your ""evidence"" consists of non credible articles, it'd be like citing skepticalraptor as a source... you just can't as they're all pharma funded misinformation fueled garbage. And, if you actually know what you're saying regarding immunology, what is this third response called? And where is this bs that they're effective at ""eradicating"" 99% of infections coming from? There are more than two responses, but the two main ones are cell mediated (nose/mouth and through the Lymhatic system), and the other, through the blood (Humoral, designed ONLY for allergens and parasites). Good job again, but return once you have actual scientific research and evidence to back your claims.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"253","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjDRSTp00D",NA,2,"2019-04-15 03:29:12","Ron H.","@Angel Sanchez It's quite laughable that you're rejecting peer reviewed evidence. Since you brought up immunology, let's dig a bit deeper into that. Our immune system has 3 lines of defense. Our 3rd line of defense provides a specific immune response which consists of lymphocytes and the fundamental mechanism in the development of immunity is called clonal selection, that differentiates lymphocytes into plasma and memory cells. Plasma cells neutralize antigens immediately in what's called the primary immune response. The memory cells remain circulating in the blood for a life time and prevents us from getting any viral infection more than once because it memorizes how to fight the virus. What vaccines do is that they activate memory cells which will prevent us from getting viral infections that we're vaccinated against. This is why vaccines have been effective in eradicating 99% of the diseases they were to developed to prevent. As for neurotoxins and toxins, anything can be toxic at different concentrations. Water can be toxic too. A can of tuna contains 1000× more mercury than any mercury that was in the mmr vaccine. Once your body digests tuna and breaks it down into its nutrient components, those components enter the blood stream via the capillaries. So again, you are way off.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"254","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjD-KPMeIo",NA,0,"2019-04-15 03:25:22","Angel Sanchez","citing","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"255","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjCc84QtOB",NA,1,"2019-04-15 03:22:04","Angel Sanchez","@Ron H. read this one, like actually read this https://www.sciencedirect.com/science/article/pii/S0946672X17308763","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"256","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjCAltFbFR",NA,5,"2019-04-15 03:18:11","Angel Sanchez","@Ron H. Now, here's an ACTUAL study on metals https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4798150/?fbclid=IwAR0lxNO5nkivuaHwx3TO_eI0CPCNDLW1myKCP7HBKjI90_5upo0dp4yOy7g And here's one on aluminum in vaccinations https://www.ncbi.nlm.nih.gov/pubmed/23609067/ (Immunological Research journal) I wish you luck on educating yourself, do research in credible places, not the CDC and other pharma funded businesses, but rather deeper. Go past surface research.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"257","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjBrpRPyGL",NA,3,"2019-04-15 03:15:28","Angel Sanchez","@Ron H. If you like sing the cdc as a source, do some research on the claims made by Dr. Andrew Zimmerman (former head of vaccination research), a pro vaccine doctor who stated himself that there were findings that vaccinations distributed to individuals with mitochondrial disorders created the chance of the development of autism. I won't cite this because it's common knowledge, especially if you've debated before.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"258","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tjB_mBLdx9",NA,6,"2019-04-15 03:13:00","Angel Sanchez","@Ron H. You're actually joking by sending those, right? First rule of debating vaccinations: never cite the CDC (skewed evidence, unreliable source of information as well). Everything you just gave me were all extremely questionable/ non credible. The science is lacking on these, while I provided peer reviewed, accurate studies (as if they were inaccurate, they'd be pulled) Let me provide this too, multiple vaccinations containing garbage not meant to have access to our brain are injected into a newborn prior to the full formation of the blood brain barrier. Once introducing these neurotoxins into the bloodstream, they circulate, thus making the possibility of them having direct access to your brain. Each time an infant under the age of two is vaccinated, there is a chance of this happening, and as more and more neurotoxic vaccinations are introduced, the more likely it is that we'll be increasing in numbers of neurologically injured children/infant deaths. Also, basic immunology is that there are two main immune responses (off topic of autism but still necessary to say), one being a Cell Mediated response (where true immunity occurs) and another being a cell mediated response (meant only for freely circulating allergens/parasites). When you're injecting airborne viruses (which are meant to be dealt with using a cell mediated response), you're training your body to do the wrong thing, thus making you immunocompromised. Anyways, if my actual credible, non pharma friendly articles were questionable to you, I'll provide more peer reviewed studies from medical research journals so you can continue to defend your religion (religion because science and safety studies are very much so lacking). I will give you credit before anything else as you have at least something to source (even if it's untrue and unreliable, especially in vox's case)","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"259","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj94o8rSCX",NA,1,"2019-04-15 02:51:10","Ron H.","@Angel Sanchez these are weak arguments and evidence at best. The first article just talked about toxins, like Aluminum but it never made any link between autism and any toxins. We know that toxins in the air have lead to numerous development of diseases so that really was completely unrelated to vaccines. The last article was an abstract with very little information and questionable at best. Having taken a standard statistic course in university, I am awfully suspicious of this data. Ok they found that there's correlation between people who were administered vaccines and those who have autism, but it never established causation. Since at least 95% of the population is vaccinated, then it makes sense that kids with autism have been administered vaccines. Now here's my counter evidence, which is substantially stronger and full proof. First of, Andrew Wakefield is a greedy conman who falsified his results for financial motives https://www.google.com/amp/s/www.vox.com/platform/amp/2018/2/27/17057990/andrew-wakefield-vaccines-autism-study. Now here is a link to why aluminum is used in vaccines and its role as an adjuvant https://www.chop.edu/centers-programs/vaccine-education-center/vaccine-ingredients/aluminum. Here are the articles that debunks the link between vaccines and autism: https://www.cdc.gov/vaccinesafety/concerns/autism.html, https://immunize.ca/resources/89, https://www.google.com/amp/s/www.medicalnewstoday.com/articles/amp/324619 and https://www.publichealth.org/public-awareness/understanding-vaccines/vaccine-myths-debunked/.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"260","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj62D1xHDR",NA,1,"2019-04-15 02:24:35","Angel Sanchez","@Ron H. Also, please keep this appropriate as I only wish to share actual information to someone who wants to be educated rather than someone here just to say ""bs"" and get ""evidence"" from places like science based medicine and skepticalraptor","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"261","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj5tA1SY4t",NA,3,"2019-04-15 02:23:13","Angel Sanchez","@DM584 I should also inform you that my dad is one of the most qualified doctors in my city, being a two time valedictorian and being the first to receive two golden rose awards from Parker college of chiropractic.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"262","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj5g3IPmX8",NA,3,"2019-04-15 02:21:26","Angel Sanchez","@Ron H. These aren't my only sources, I have tons and tons and tons and tons and tons","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"263","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj5djWx3mz",NA,2,"2019-04-15 02:21:07","Angel Sanchez","@Ron H. Done chief","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"264","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj5_wU_ghd",NA,8,"2019-04-15 02:20:36","Angel Sanchez","@DM584 Why do people still think vaccinations cause autism? Because it's a fact that they do.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"265","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj5V_11tQN",NA,5,"2019-04-15 02:19:52","Angel Sanchez","@DM584 Vaccinations cause autism, there's no question about it. Why don't you look at this? https://www.ncbi.nlm.nih.gov/pubmed/26531688 https://www.sciencedirect.com/science/article/pii/S0946672X17308763 Oh, and also this https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1932461/ (study on unvaccinated Xavante indians) https://www.ncbi.nlm.nih.gov/pubmed/21623535/","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"266","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj4mIcke_E",NA,1,"2019-04-15 02:13:33","Ron H.","@Angel Sanchez cite your proof and evidence from reputable sources, otherwise you're full of $hit.","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"267","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tj4Qo9fGwu",NA,6,"2019-04-15 02:10:28","Angel Sanchez","@Ron H. Vaccination is both absolutely unnecessary, unsafe, and lacking scientific evidence (and also safety studies).","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"268","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48tc_UU9PdEH",NA,1,"2019-04-12 13:35:55","Ron H.","@Angel Sanchez lets go smart ass give us the whole breakdown of why vaccinating is bad","UCyYyU2QuTTrJJra_yKP_Nug","http://www.youtube.com/channel/UCyYyU2QuTTrJJra_yKP_Nug",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"269","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48taaxsY16OQ",NA,9,"2019-04-11 19:10:19","Angel Sanchez","@DM584 I know more about vaccinations than a lot of people, come on and debate me? You likely have no knowledge even on basic immunology, so try to talk, defend the faulty, unreliable/unsafe vaccinations. I've debated with doctors, a biomedical engineer, science based medicine, and vetrenarian and won. Seems like it's strange that I know more than a doctor about vaccines, doesn't something like that make you question what they're taught?","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"270","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48taaaEkV1h6",NA,4,"2019-04-11 19:07:05","Angel Sanchez","@DM584 if you're gonna sit here and defend faulty vaccinations and undereducated Medical doctors, by all means go ahead and trust everything they say, you'll end up in far worse health.","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"271","UgxkSjke82We5lrpS3N4AaABAg.8syqluI6_i48taaTmxRsie",NA,4,"2019-04-11 19:06:04","Angel Sanchez","@Lucy Cat third leading cause of preventable death in the US are both medical error, and prescription medication","UChnyABkj4aPIrWY1kYV3aDA","http://www.youtube.com/channel/UChnyABkj4aPIrWY1kYV3aDA",1,"UgxkSjke82We5lrpS3N4AaABAg","chris georgallis"
"272","Ugz1OvJOOLnTkKizTr14AaABAg",0,0,"2019-03-22 19:22:07","Joe","The cdc and fda have been killing humans and making trillions since the day they opened the gates of hell. All for the love of the rothchilds money. What inhumane monster&#39;s these are and the grave yards are filling quicker than anything on the planet do they care answer is no. If you find a cure for any of these diseases there constantly spraying and injecting us with I guarantee you&#39;ll be dead within twenty four hour&#39;s of releasing it. You laugh in the face of David icke and other&#39;s and will not live to regret it.","UC70ioLDMzoPeR43QHjHvKfg","http://www.youtube.com/channel/UC70ioLDMzoPeR43QHjHvKfg",0,"",""
"273","Ugw_f89wpaT3LWIL1pJ4AaABAg",0,5,"2019-03-21 00:36:40","Catalina Baby","Thank u for video","UCM4IhFzqEJ5a7E17XaFc22w","http://www.youtube.com/channel/UCM4IhFzqEJ5a7E17XaFc22w",0,"",""
